Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;7-ET-860-RN;7ET860RN;ESTREITO;Petrobras;480000037939797;2023/03;5,5602;0,0000;5,5602;0,0023;0,0000;0,0023;0,07100;571,5836;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;735;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-CJ-29D-RN;7CJ  0029D RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;0,5488;0,0000;0,5488;0,0001;0,0000;0,0001;0,00200;3,6108;Estação Coletora Cajazeiras C;INSTALACAO EMB/DESEMB;515;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-514-RN;7CAM 0514  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;7,2203;0,0000;7,2203;0,0012;0,0000;0,0012;0,03500;419,6492;Estação Coletora Canto do Amaro L;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-MGP-23-BA;7MGP 0023  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;7,6357;7,6357;236,66100;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-879D-RN;7ET879DRN;ESTREITO;Petrobras;480000037939797;2023/03;4,2698;0,0000;4,2698;0,0018;0,0000;0,0018;0,05500;267,8209;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MGP-7-BA;7MGP 0007  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;2,6562;2,6562;82,32500;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-565D-RN;7CAM 0565D RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;2,2162;0,0000;2,2162;0,0004;0,0000;0,0004;0,01000;139,6387;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-MG-429-BA;7MG  0429  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;4,4661;4,4661;138,42300;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-886-RN;7ET886RN;ESTREITO;Petrobras;480000037939797;2023/03;14,3073;0,0000;14,3073;0,0059;0,0000;0,0059;0,18300;17,2712;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MG-507D-BA;7MG507DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;2,9315;0,0000;2,9315;0,1403;0,0000;0,1403;4,34700;6,7120;Est. A de Miranga;INSTALACAO EMB/DESEMB;742;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-614-RN;7CAM 0614  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;17,4642;0,0000;17,4642;0,0028;0,0000;0,0028;0,08500;1.177,5809;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;738;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-MG-503D-BA;7MG503DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;9,1344;0,0000;9,1344;1,1941;0,0000;1,1941;37,00900;1,8908;Est. A de Miranga;INSTALACAO EMB/DESEMB;743;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-897-RN;7ET897RN;ESTREITO;Petrobras;480000037939797;2023/03;2,9676;0,0000;2,9676;0,0012;0,0000;0,0012;0,03800;75,3836;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;739;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MG-500D-BA;7MG500DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;10,1319;0,0000;10,1319;0,1685;0,0000;0,1685;5,22200;26,9679;Est. C de Miranga;INSTALACAO EMB/DESEMB;234;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-606-RN;7CAM 0606  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;5,4563;0,0000;5,4563;0,0009;0,0000;0,0009;0,02600;82,0940;Estação Coletora Canto do Amaro D;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-40-RN;7PML40RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;1,6226;0,0000;1,6226;0,0003;0,0000;0,0003;0,00700;0,8858;Estação Coletora de Ponta do Mel;UEP;727;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-904-RN;7ET904RN;ESTREITO;Petrobras;480000037939797;2023/03;41,0323;0,0000;41,0323;0,0170;0,0000;0,0170;0,52600;17,7687;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-20-RN;7PML 0020  RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;10,0150;0,0000;10,0150;0,0016;0,0000;0,0016;0,04700;470,3364;Estação Coletora de Ponta do Mel;UEP;738;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-631-RN;7CAM 0631  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;26,5446;0,0000;26,5446;0,0042;0,0000;0,0042;0,12900;1.440,0660;Estação Coletora Canto do Amaro H;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-42-RN;7PML42RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;58,1418;0,0000;58,1418;0,0093;0,0000;0,0093;0,27900;0,3963;Estação Coletora de Ponta do Mel;UEP;742;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-907-RN;7ET907RN;ESTREITO;Petrobras;480000037939797;2023/03;17,9111;0,0000;17,9111;0,0074;0,0000;0,0074;0,23000;10,5622;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;711;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-41-RN;7PML41RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;9,5769;0,0000;9,5769;0,0015;0,0000;0,0015;0,04500;106,2420;Estação Coletora de Ponta do Mel;UEP;743;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-213-RN;7AP  0213  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;11,5804;0,0000;11,5804;0,0018;0,0000;0,0018;0,05600;1.581,8065;Estação Coletora Alto da Pedra A;INSTALACAO EMB/DESEMB;738;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-29-RN;7PML29RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de Ponta do Mel;UEP;0;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-298-RN;7ET  0298  RN;ESTREITO;Petrobras;480000037939797;2023/03;13,3699;0,0000;13,3699;0,0055;0,0000;0,0055;0,17100;18,3291;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;715;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-30-RN;7PML30RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de Ponta do Mel;UEP;0;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-217-RN;7AP  0217  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;6,9101;0,0000;6,9101;0,0011;0,0000;0,0011;0,03300;232,9334;Estação Coletora Alto da Pedra A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-31-RN;7PML31RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação Coletora de Ponta do Mel;UEP;0;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-207-RN;7ET  0207  RN;ESTREITO;Petrobras;480000037939797;2023/03;4,6309;0,0000;4,6309;0,0019;0,0000;0,0019;0,05900;603,2224;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-35-RN;7PML35RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;13,4206;0,0000;13,4206;0,0021;0,0000;0,0021;0,06400;12,6667;Estação Coletora de Ponta do Mel;UEP;743;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-228-RN;7AP  0228  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;6,5022;0,0000;6,5022;0,0010;0,0000;0,0010;0,03100;730,8477;Estação Coletora Alto da Pedra D;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-27-RN;7PML27RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;7,2639;0,0000;7,2639;0,3330;0,0000;0,3330;10,03800;133,3945;Estação Coletora de Ponta do Mel;UEP;742;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1319-RN;7ET1319RN;ESTREITO;Petrobras;480000037939797;2023/03;28,5480;0,0000;28,5480;0,0118;0,0000;0,0118;0,36600;51,1972;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;714;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-34-RN;7PML34RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;58,9860;0,0000;58,9860;0,0094;0,0000;0,0094;0,28200;387,4456;Estação Coletora de Ponta do Mel;UEP;736;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-246D-RN;7AP  0246D RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;2,8203;0,0000;2,8203;0,0005;0,0000;0,0005;0,01300;105,1703;Estação Coletora Alto da Pedra B;INSTALACAO EMB/DESEMB;730;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-38-RN;7PML38RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;38,7960;0,0000;38,7960;0,0062;0,0000;0,0062;0,18500;0,4535;Estação Coletora de Ponta do Mel;UEP;741;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1104D-RN;7ET1104DRN;ESTREITO;Petrobras;480000037939797;2023/03;32,5388;0,0000;32,5388;0,0135;0,0000;0,0135;0,41700;476,6767;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;687;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-37-RN;7PML37RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;26,4681;0,0000;26,4681;0,0042;0,0000;0,0042;0,12600;20,0300;Estação Coletora de Ponta do Mel;UEP;743;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-274-RN;7AP  0274  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;7,4015;0,0000;7,4015;0,0012;0,0000;0,0012;0,03500;274,3771;Estação Coletora Alto da Pedra D;INSTALACAO EMB/DESEMB;538;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PML-39-RN;7PML39RN;PONTA DO MEL;3R Areia;480000038169791;2023/03;16,6520;0,0000;16,6520;0,0026;0,0000;0,0026;0,07900;242,0889;Estação Coletora de Ponta do Mel;UEP;737;;;;< ºC;%;;%;> ºC;%;65,4611;13,8964;10,2587;2,1314;3,4326;0,9544;0,8689;0,5266;0,2566;0,0911;0,0141;0,0024;0;0,0181;1,78;0,3076;2,04218;533,10357;41701,2528;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1176D-RN;7ET1176DRN;ESTREITO;Petrobras;480000037939797;2023/03;5,7657;0,0000;5,7657;0,0024;0,0000;0,0024;0,07400;94,3350;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-TIE-5HA-BA;NEW-AGA-HZ;TIÊ;SPE Tiêta;48610001427200839A;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Ponto de Coleta do PA-1ALV2BA-REC-T-155;INSTALACAO EMB/DESEMB;0;2021/02;Tiê;38,67;< 210ºC;22.53%;210ºC a 500ºC;37.11%;> 500ºC;40.36%;73,0038;9,9184;6,6156;1,8427;2,608;0,9868;0,8559;0,3122;0;0;0;0;0;0;3,4941;0,3625;2,07194;536,67362;39355,3744;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-236-RN;7AP  0236  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;6,9580;0,0000;6,9580;0,0011;0,0000;0,0011;0,03300;373,2527;Estação Coletora Alto da Pedra D;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-TIE-4HE-BA;TIE-AG-HZE;TIÊ;SPE Tiêta;48610001427200839A;2023/03;312,9607;0,0000;312,9607;5,5319;0,0000;5,5319;171,49000;922,2452;Ponto de Coleta do PA-1ALV2BA-REC-T-155;INSTALACAO EMB/DESEMB;395;2021/02;Tiê;38,67;< 210ºC;22.53%;210ºC a 500ºC;37.11%;> 500ºC;40.36%;73,0038;9,9184;6,6156;1,8427;2,608;0,9868;0,8559;0,3122;0;0;0;0;0;0;3,4941;0,3625;2,07194;536,67362;39355,3744;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1434D-RN;7ET1434DRN;ESTREITO;Petrobras;480000037939797;2023/03;1,4633;0,0000;1,4633;0,0006;0,0000;0,0006;0,01900;239,2836;Estação Coletora Estreito A;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MG-323-BA;7MG  0323  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,8591;0,0000;0,8591;1,9149;0,0000;1,9149;59,35100;408,2028;Est. C de Miranga;INSTALACAO EMB/DESEMB;743;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-252-RN;7AP  0252  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;9,5573;0,0000;9,5573;0,0015;0,0000;0,0015;0,04600;166,4150;Estação Coletora Alto da Pedra A;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-MG-316-BA;7MG  0316  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;38,3206;0,0000;38,3206;1,4518;0,0000;1,4518;44,99800;1.756,4252;Est. A de Miranga;INSTALACAO EMB/DESEMB;742;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1463D-RN;7ET1463DRN;ESTREITO;Petrobras;480000037939797;2023/03;0,2636;0,0000;0,2636;0,0001;0,0000;0,0001;0,00300;185,0387;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;239;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MG-310-BA;7MG  0310  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;15,1812;0,0000;15,1812;0,4973;0,0000;0,4973;15,41400;168,4097;Est. B de Miranga;INSTALACAO EMB/DESEMB;734;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-AP-268-RN;7AP  0268  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;9,2712;0,0000;9,2712;0,0015;0,0000;0,0015;0,04500;736,8833;Estação Coletora Alto da Pedra A;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;7-C-6-BA;7C   0006  BA;CANDEIAS;3R Candeias  S.A.;480000036389734;2023/03;2,0624;0,0000;2,0624;0,3510;0,0000;0,3510;10,58600;1,7697;Estação São Paulinho;INSTALACAO EMB/DESEMB;411;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;82,756;9,057;2,955;0,609;0,837;0,301;0,396;0,433;0,245;0,051;0;0;0;0,013;1,575;0,772;2,03016;531,62888;39523,1672;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1464-RN;7ET1464RN;ESTREITO;Petrobras;480000037939797;2023/03;2,3207;0,0000;2,3207;0,0010;0,0000;0,0010;0,03000;583,0688;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;728;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
